idx,class,conversation
645,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
믹스커피 엄청 땡겼어. 아무도 안 보니까 빨리 다녀오자.
10분만 농땡이 치고 오자. 남은 업무량 보니까 답 없네.
누가 내 일 대신해줬으면. 로또 당첨은 대체 언제 될까?
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
상상만 해도 행복하다. 현실은 엑셀 파일이나 정리해야지.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
646,일반 대화,"드디어 내일 프로젝트 마감이네. 네 파트 다 끝나가?
나도 그래. 하루 종일 모니터 봤더니 눈 빠질 것 같아.
주말 출근은 선 넘었지. 수당은 제대로 쳐주려나 몰라.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
주말에 쉬어야 뭘 준비를 하든가 하지. 악순환 반복이야.
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
연차 쓰고 해외여행 갈까? 특가 항공권 뜨는지 좀 봐야겠다.
오늘 하루만 고생하자. 맛있는 거 먹을 생각하며 버티자.
너무 고마워. 저녁 소고기 먹을 생각하면서 진짜 힘낼게!"
647,일반 대화,"이번 주 내내 야근이라니 체력 한계가 오는 것 같아.
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
믹스커피 엄청 땡겼어. 아무도 안 보니까 빨리 다녀오자.
10분만 농땡이 치고 오자. 남은 업무량 보니까 답 없네.
다음 주 금요일이 마감이라던데 그때까지 무사히 버티자.
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
648,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
나도 보면서 조마조마했어. 내가 맛있는 커피 사줄게.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
다음 주 금요일이 마감이라던데 그때까지 무사히 버티자.
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
상상만 해도 행복하다. 현실은 엑셀 파일이나 정리해야지.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
너무 고마워. 저녁 소고기 먹을 생각하면서 진짜 힘낼게!"
649,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
나도 보면서 조마조마했어. 내가 맛있는 커피 사줄게.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
내가 빨리 끝내고 도와줄게 너무 걱정 마. 다 할 수 있어!
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
주말에 쉬어야 뭘 준비를 하든가 하지. 악순환 반복이야.
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
650,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
나도 보면서 조마조마했어. 내가 맛있는 커피 사줄게.
주말 출근은 선 넘었지. 수당은 제대로 쳐주려나 몰라.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
누가 내 일 대신해줬으면. 로또 당첨은 대체 언제 될까?
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
연차 쓰고 해외여행 갈까? 특가 항공권 뜨는지 좀 봐야겠다.
오늘 하루만 고생하자. 맛있는 거 먹을 생각하며 버티자.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
651,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
수당 안 주면 노동부에 신고할 거야. 진짜 너무 화난다.
와 너 완전 천사다. 끝나면 내가 진짜 맛있는 저녁 쏜다.
소고기 사주는 거다? ㅋㅋ 알았어 내 것부터 빨리 끝낼게.
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
알았어 ㅋㅋ 일단 각자 집중하자. 5시쯤 다시 상황 볼게.
빨리 씻고 침대에 눕고 싶다. 남은 시간 조금만 파이팅하자.
알았어 끝나고 내가 카톡 할게. 남은 업무 파이팅해!"
652,일반 대화,"드디어 내일 프로젝트 마감이네. 네 파트 다 끝나가?
나도 보면서 조마조마했어. 내가 맛있는 커피 사줄게.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
근데 이직하고 싶어도 이력서 쓸 시간이 없다는 게 함정.
주말에 쉬어야 뭘 준비를 하든가 하지. 악순환 반복이야.
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
너무 고마워. 저녁 소고기 먹을 생각하면서 진짜 힘낼게!"
653,일반 대화,"이번 주 내내 야근이라니 체력 한계가 오는 것 같아.
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
주말 출근은 선 넘었지. 수당은 제대로 쳐주려나 몰라.
내가 빨리 끝내고 도와줄게 너무 걱정 마. 다 할 수 있어!
근데 이직하고 싶어도 이력서 쓸 시간이 없다는 게 함정.
주말에 쉬어야 뭘 준비를 하든가 하지. 악순환 반복이야.
로또 되면 사표 던지고 바로 세계 여행부터 떠날 거야.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
빨리 씻고 침대에 눕고 싶다. 남은 시간 조금만 파이팅하자.
너무 고마워. 저녁 소고기 먹을 생각하면서 진짜 힘낼게!"
654,일반 대화,"아 오늘 퇴사 마렵다. 일 너무 많아 미치겠네.
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
수당 안 주면 노동부에 신고할 거야. 진짜 너무 화난다.
와 너 완전 천사다. 끝나면 내가 진짜 맛있는 저녁 쏜다.
다음 주 금요일이 마감이라던데 그때까지 무사히 버티자.
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
알았어 ㅋㅋ 일단 각자 집중하자. 5시쯤 다시 상황 볼게.
여행 완전 추천! 나도 같이 가고 싶어. 빨리 마무리하자.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
655,일반 대화,"드디어 내일 프로젝트 마감이네. 네 파트 다 끝나가?
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
믹스커피 엄청 땡겼어. 아무도 안 보니까 빨리 다녀오자.
10분만 농땡이 치고 오자. 남은 업무량 보니까 답 없네.
소고기 사주는 거다? ㅋㅋ 알았어 내 것부터 빨리 끝낼게.
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
알았어 ㅋㅋ 일단 각자 집중하자. 5시쯤 다시 상황 볼게.
여행 완전 추천! 나도 같이 가고 싶어. 빨리 마무리하자.
알았어 끝나고 내가 카톡 할게. 남은 업무 파이팅해!"
656,일반 대화,"아 오늘 퇴사 마렵다. 일 너무 많아 미치겠네.
응 거의 다 했어. 마지막 오타 검수만 하면 끝날 거야.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
수당 안 주면 노동부에 신고할 거야. 진짜 너무 화난다.
근데 이직하고 싶어도 이력서 쓸 시간이 없다는 게 함정.
다음 주 금요일이 마감이라던데 그때까지 무사히 버티자.
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
연차 쓰고 해외여행 갈까? 특가 항공권 뜨는지 좀 봐야겠다.
오늘 하루만 고생하자. 맛있는 거 먹을 생각하며 버티자.
알았어 끝나고 내가 카톡 할게. 남은 업무 파이팅해!"
657,일반 대화,"이번 주 내내 야근이라니 체력 한계가 오는 것 같아.
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
믹스커피 엄청 땡겼어. 아무도 안 보니까 빨리 다녀오자.
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
누가 내 일 대신해줬으면. 로또 당첨은 대체 언제 될까?
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
상상만 해도 행복하다. 현실은 엑셀 파일이나 정리해야지.
여행 완전 추천! 나도 같이 가고 싶어. 빨리 마무리하자.
이따가 저녁 뭐 먹을지나 고민하면서 일하자. 수고해!"
658,일반 대화,"아 오늘 퇴사 마렵다. 일 너무 많아 미치겠네.
나도 그래. 하루 종일 모니터 봤더니 눈 빠질 것 같아.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
다음 주 금요일이 마감이라던데 그때까지 무사히 버티자.
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
연차 쓰고 해외여행 갈까? 특가 항공권 뜨는지 좀 봐야겠다.
오늘 하루만 고생하자. 맛있는 거 먹을 생각하며 버티자.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
659,일반 대화,"아 오늘 퇴사 마렵다. 일 너무 많아 미치겠네.
응 거의 다 했어. 마지막 오타 검수만 하면 끝날 거야.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
근데 이직하고 싶어도 이력서 쓸 시간이 없다는 게 함정.
누가 내 일 대신해줬으면. 로또 당첨은 대체 언제 될까?
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
오늘 하루만 고생하자. 맛있는 거 먹을 생각하며 버티자.
너무 고마워. 저녁 소고기 먹을 생각하면서 진짜 힘낼게!"
660,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
나도 그래. 하루 종일 모니터 봤더니 눈 빠질 것 같아.
휴게실 가서 커피 한 잔 할까? 뇌가 정지할 것 같아.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
10분만 농땡이 치고 오자. 남은 업무량 보니까 답 없네.
누가 내 일 대신해줬으면. 로또 당첨은 대체 언제 될까?
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
빨리 씻고 침대에 눕고 싶다. 남은 시간 조금만 파이팅하자.
이따가 저녁 뭐 먹을지나 고민하면서 일하자. 수고해!"
661,일반 대화,"드디어 내일 프로젝트 마감이네. 네 파트 다 끝나가?
주말에도 출근해야 할지도 모른다는데 완전 절망이야.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
믹스커피 엄청 땡겼어. 아무도 안 보니까 빨리 다녀오자.
와 너 완전 천사다. 끝나면 내가 진짜 맛있는 저녁 쏜다.
누가 내 일 대신해줬으면. 로또 당첨은 대체 언제 될까?
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
알았어 ㅋㅋ 일단 각자 집중하자. 5시쯤 다시 상황 볼게.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
662,일반 대화,"아 오늘 퇴사 마렵다. 일 너무 많아 미치겠네.
나도 보면서 조마조마했어. 내가 맛있는 커피 사줄게.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
근데 이직하고 싶어도 이력서 쓸 시간이 없다는 게 함정.
주말에 쉬어야 뭘 준비를 하든가 하지. 악순환 반복이야.
우리 오늘 저녁에 스트레스 풀게 치킨에 맥주나 한잔해?
알았어 ㅋㅋ 일단 각자 집중하자. 5시쯤 다시 상황 볼게.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
663,일반 대화,"드디어 내일 프로젝트 마감이네. 네 파트 다 끝나가?
응 거의 다 했어. 마지막 오타 검수만 하면 끝날 거야.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
근데 이직하고 싶어도 이력서 쓸 시간이 없다는 게 함정.
다음 주 금요일이 마감이라던데 그때까지 무사히 버티자.
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
연차 쓰고 해외여행 갈까? 특가 항공권 뜨는지 좀 봐야겠다.
여행 완전 추천! 나도 같이 가고 싶어. 빨리 마무리하자.
조금만 더 힘내! 퇴근할 때 지하철역까지 같이 걸어가자."
664,일반 대화,"아 오늘 퇴사 마렵다. 일 너무 많아 미치겠네.
나도 그래. 하루 종일 모니터 봤더니 눈 빠질 것 같아.
주말 출근은 선 넘었지. 수당은 제대로 쳐주려나 몰라.
내가 빨리 끝내고 도와줄게 너무 걱정 마. 다 할 수 있어!
이번 프로젝트 진짜 언제 끝나냐. 끝이 안 보이는 느낌.
소고기 사주는 거다? ㅋㅋ 알았어 내 것부터 빨리 끝낼게.
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
상상만 해도 행복하다. 현실은 엑셀 파일이나 정리해야지.
응 파이팅! 막히는 거 있으면 혼자 고민 말고 바로 물어봐.
너무 고마워. 저녁 소고기 먹을 생각하면서 진짜 힘낼게!"
665,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
나도 그래. 하루 종일 모니터 봤더니 눈 빠질 것 같아.
고마워 단 거 들어가면 좀 낫겠다. 달달한 거 먹으러 가.
카페모카에 크림 잔뜩 올려서 마시자. 스트레스엔 단 거.
와 너 완전 천사다. 끝나면 내가 진짜 맛있는 저녁 쏜다.
소고기 사주는 거다? ㅋㅋ 알았어 내 것부터 빨리 끝낼게.
버티는 자가 승리하는 거지. 끝나면 연차 쓰고 푹 쉴래.
완전 콜. 야근 끝나고 근처 치킨집으로 바로 헤쳐 모이자.
오늘 하루만 고생하자. 맛있는 거 먹을 생각하며 버티자.
알았어 끝나고 내가 카톡 할게. 남은 업무 파이팅해!"
666,일반 대화,"팀장님 왜 저러셔? 아까 회의 때 기분 완전 상했잖아.
나도 그래. 하루 종일 모니터 봤더니 눈 빠질 것 같아.
나는 아직 PPT 수정할 게 산더미야. 디자인 너무 어려워.
믹스커피 엄청 땡겼어. 아무도 안 보니까 빨리 다녀오자.
와 너 완전 천사다. 끝나면 내가 진짜 맛있는 저녁 쏜다.
소고기 사주는 거다? ㅋㅋ 알았어 내 것부터 빨리 끝낼게.
당연하지 한우 투뿔로 쏠 테니까 나 좀 살려줘 야근 싫어.
상상만 해도 행복하다. 현실은 엑셀 파일이나 정리해야지.
빨리 씻고 침대에 눕고 싶다. 남은 시간 조금만 파이팅하자.
이따가 저녁 뭐 먹을지나 고민하면서 일하자. 수고해!"
